GCF_004359375.1_ASM435937v1	1616430	3.24	2.00441714147844
GCF_005890135.1_ASM589013v1	2999408	64.92	21.6442711361709
GCF_006376685.1_ASM637668v1	4760804	28.8	6.04939837892927
GCF_006385795.1_ASM638579v1	672402	0.28	0.416417559733612
GCF_006539325.1_ASM653932v1	2997537	19.93	6.6487919915584
GCF_006539345.1_ASM653934v1	2703456	20.74	7.6716617544358
GCF_007991375.1_ASM799137v1	4241307	36.18	8.53038933517428
GCF_008086595.1_ASM808659v1	3691131	5.6	1.51715016345938
GCF_008086615.1_ASM808661v1	3563081	5.37	1.50712262786055
GCF_008107585.1_ASM810758v1	3606343	9.17	2.54274205199006
GCF_008245125.1_ASM824512v1	6428890	55.83	8.68423631451152
GCF_008365315.1_ASM836531v1	3082251	23.35	7.57563222463064
GCF_008632235.1_ASM863223v1	5072209	21.83	4.30384473510457
GCF_008694225.1_ASM869422v1	2876631	29.19	10.1472868782962
GCF_009866805.1_ASM986680v1	5338205	39.98	7.48940889306424
GCF_009909615.1_ASM990961v1	3517574	3.96	1.12577588986046
GCF_009914215.1_ASM991421v1	3056995	12.79	4.18384720943279
GCF_010131535.1_ASM1013153v1	5644927	28.77	5.09661152393999
GCF_010378095.1_ASM1037809v1	3165856	24.12	7.61879251614729
GCF_011516735.1_ASM1151673v1	4217005	35.57	8.43489633045254
GCF_011516755.1_ASM1151675v1	3884131	35.63	9.17322304525774
GCF_011516765.1_ASM1151676v1	4033059	34.28	8.49975167732483
GCF_011516825.1_ASM1151682v1	4106074	33.88	8.25119079685364
GCF_011516835.1_ASM1151683v1	4713408	42.6	9.03804635626706
GCF_011516865.1_ASM1151686v1	2794032	16.74	5.99134154512189
GCF_011516875.1_ASM1151687v1	3469460	23.28	6.70997792163622
GCF_011516885.1_ASM1151688v1	3252368	20.72	6.37074279417335
GCF_011516935.1_ASM1151693v1	2946999	22.95	7.78758323297701
GCF_012317185.1_ASM1231718v1	4718906	12.04	2.55143882925407
GCF_013267375.1_ASM1326737v1	6736877	62.12	9.22088973867268
GCF_013267415.1_ASM1326741v1	2046826	9.29	4.5387346066544
GCF_014284475.1_ASM1428447v1	3237487	8.69	2.68418066234706
GCF_014337235.1_ASM1433723v1	3879051	3.26	0.840411739881739
GCF_016592595.1_ASM1659259v1	1542177	1.48	0.95968231921498
GCF_016728825.1_ASM1672882v1	6901970	61.2	8.86703361504034
GCF_017052655.1_ASM1705265v1	1446424	0.9	0.62222418875793
GCF_017313105.1_ASM1731310v1	3424164	7.31	2.13482765428291
GCF_017357865.1_ASM1735786v1	2267618	1.73	0.76291509416489
GCF_017377715.1_ASM1737771v1	4553202	36.97	8.11956069596737
GCF_017377745.1_ASM1737774v1	3088177	21.14	6.84546254958832
GCF_017377855.1_ASM1737785v1	10848561	77.07	7.1041680090106
GCF_017874355.1_ASM1787435v1	2980298	2.91	0.976412425871507
GCF_018256955.1_ASM1825695v1	3505525	25.72	7.33698946662768
GCF_018256975.1_ASM1825697v1	3110900	20.47	6.58008936320679
GCF_018853445.1_ASM1885344v1	2799046	14.35	5.12674675585896
GCF_019050325.1_ASM1905032v1	5490222	79.65	14.5076100747839
GCF_019599335.1_ASM1959933v1	3848247	32.27	8.38563636897528
GCF_019968625.1_ASM1996862v1	5887278	52.08	8.8461934360837
GCF_020618775.1_ASM2061877v1	5436125	43.45	7.99282577203431
GCF_020621385.1_ASM2062138v1	6004381	50.44	8.40053287757722
GCF_020892115.1_ASM2089211v1	3315593	12.58	3.79419307496427
GCF_021044795.1_ASM2104479v1	2631693	15.56	5.91254375035386
GCF_021556475.1_ASM2155647v1	4163635	35.01	8.40851803772425
GCF_021733725.1_ASM2173372v1	6000483	53.57	8.92761466035317
GCF_022483405.1_ASM2248340v1	2895799	18.88	6.51978952959097
GCF_022647505.1_ASM2264750v1	4107390	16.63	4.048799846131
GCF_022807975.1_ASM2280797v1	4365036	4.43	1.01488280967213
GCF_022845755.1_ASM2284575v1	3922038	20.62	5.25747073332793
GCF_023130475.1_ASM2313047v1	2649952	58.83	22.2004021204912
GCF_025149125.1_ASM2514912v1	6353279	48.22	7.58978159152148
GCF_025152405.1_ASM2515240v1	2733858	8.32	3.04331827037103
GCF_025566905.1_ASM2556690v1	2725575	0.85	0.311860800014676
GCF_025685625.1_ASM2568562v1	7113555	58.56	8.23217083441402
GCF_025685655.1_ASM2568565v1	5677642	40.72	7.1719914711072
GCF_025685685.1_ASM2568568v1	6171897	45.35	7.34782190953608
GCF_025821665.1_ASM2582166v1	6058529	91.61	15.1208321359855
GCF_025996015.1_ASM2599601v1	3447192	30.76	8.92320474171442
GCF_026155355.1_ASM2615535v1	4385464	6.49	1.47988901516464
GCF_026240055.1_ASM2624005v1	2805005	12.91	4.60248733959476
GCF_029030725.1_ASM2903072v1	3271440	26.93	8.23184897170665
GCF_029193885.1_ASM2919388v1	4292830	10.33	2.40633801012386
GCF_029194005.1_ASM2919400v1	4030812	9.01	2.23528162563771
GCF_900094975.1_IMG-taxon_2617270721_annotated_assembly	4481988	14.94	3.33334225794447
GCF_900095825.1_PRJEB15304	2669996	19.73	7.38952417906244
GCF_900103005.1_IMG-taxon_2599185234_annotated_assembly	3615609	16.24	4.49163612547706
GCF_900103835.1_IMG-taxon_2667527408_annotated_assembly	2916215	11.15	3.82344923128096
GCF_900106585.1_PRJEB16534	2297059	17.92	7.80127981040104
GCF_900107215.1_IMG-taxon_2599185146_annotated_assembly	1967584	7.93	4.03032348301267
GCF_900111235.1_IMG-taxon_2675903166_annotated_assembly	4568183	2.79	0.610746110652748
GCF_900111595.1_IMG-taxon_2606217760_annotated_assembly	3458343	3.64	1.05252717847825
GCF_900112085.1_IMG-taxon_2651870361_annotated_assembly	3082721	2.57	0.833679077671966
GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly	3113820	18.95	6.08577245955129
GCF_900156265.1_IMG-taxon_2681812815_annotated_assembly	3976993	30.93	7.77723269817171
GCF_900168025.1_IMG-taxon_2588253727_annotated_assembly	2814227	2.84	1.00915810984686
GCF_900235925.1_ABAKI	4319181	8.04	1.8614640136637
GCF_900240275.1_PRJEB20106	1678325	6.81	4.05761696929975
GCF_900248245.1_Amuris69	6013646	25.15	4.18215505202667
GCF_900291475.1_PRJEB23928	2605487	15.28	5.86454662794326
GCF_900444665.1_57752_G01	1600576	0.78	0.487324563157263
GCF_900496965.1_LMG_3411T	6376476	56.95	8.93126548268981
GCF_900496975.1_LMG_30378	6814990	62.93	9.23405610279692
GCF_900604315.1_PRJEB25870	4275917	23.73	5.54968676894336
GCF_900605005.1_PRJEB25873	2816509	62.06	22.0343694978429
GCF_900607225.1_PRJEB27265	3476625	61.51	17.6924459784993
GCF_900636675.1_43781_F01	6407029	48.58	7.58229750481854
GCF_900660755.1_57792_F01-3	1465667	0.85	0.579940736879523
GCF_902381715.1_UHGG_MGYG-HGUT-01440	2287856	11.12	4.86044576232071
GCF_902729405.1_GenomeAssemblyPeptococcaceaeBacteriumINE	4520225	32.89	7.27618647301849
GCF_902859625.1_LMG_3431	6905829	57.12	8.27127344160998
GCF_902859635.1_LMG_26219	6885835	59.86	8.69320859416469
GCF_902859705.1_LMG_3458	6809508	59.93	8.80092952383638
GCF_902859965.1_LMG_26854	6673981	57.54	8.62154087642743
GCF_902860075.1_LMG_26846	6876923	62.41	9.07527974357136
GCF_902860115.1_LMG_26841	6216227	55.23	8.88481067374148
GCF_902860125.1_LMG_26691	5933857	51.07	8.60654377077169
GCF_902860155.1_LMG_1861	6172150	48.73	7.89514188734882
GCF_903652925.1_LMG_26857	7212913	64.91	8.9991380736188
GCF_940677205.1_DSM6011	2035557	0.46	0.225982372392421
GCF_943193215.1_Acetatifactor_sp_nov_DSM110981	5880648	33.16	5.63883435975083
GCF_000015025.1_ASM1502v1	2443540	32.39	13.255359028295
GCF_000022565.1_ASM2256v1	4127356	34.04	8.24741069100897
GCF_000046845.1_ASM4684v1	3598621	5.52	1.53392091025979
GCF_000175195.1_ASM17519v1	2425264	3.14	1.29470441156097
GCF_000191145.1_ASM19114v1	3862530	5.34	1.38251353387547
GCF_000196795.1_ASM19679v1	4152543	5.37	1.29318347817229
GCF_000315465.1_Acti_mass_ACS-171-V-COL2_V1	2032016	17.16	8.44481539515437
GCF_000367925.1_Acin_sp_ANC_3994_V1	3657694	4.79	1.30956826896947
GCF_000367945.1_Acin_sp_NIPH_809_V1	4313783	7.19	1.66675050645802
GCF_000368025.1_Acin_parv_CIP108168_V1	2912642	4.54	1.55872228718806
GCF_000368565.1_Acin_gern_CIP_107464_V1	4595172	4.96	1.07939376371548
GCF_000368585.1_Acin_vene_CIP_110063_V1	3458264	4.37	1.26363979152546
GCF_000368805.1_Acin_john_ANC_3681_V1	3540498	6.23	1.75963946314897
GCF_000369005.1_Acin_beij_CIP_110307_V1	3563334	4.38	1.22918592531601
GCF_000369885.1_Acin_ursi_NIPH_706_V1	3510045	4.98	1.4187852292492
GCF_000374285.1_ASM37428v1	2621135	3.24	1.23610573282185
GCF_000374305.1_ASM37430v1	6167782	96.47	15.6409548845922
GCF_000374445.1_ASM37444v1	8119858	137.03	16.8759108841559
GCF_000381885.1_ASM38188v1	6710579	99.91	14.8884321308191
GCF_000413895.1_Acin_rudi_CIP_110305_V1	4066694	5.42	1.33277792723033
GCF_000413935.1_Acin_sp_NIPH_2036_V1	3897684	6.4	1.64200073684783
GCF_000482865.1_ASM48286v1	7278759	124.33	17.0812084862268
GCF_000488215.1_Acin_nect_CIP110549_V2	2668938	2.85	1.06784046688233
GCF_000488275.1_Acin_bris_CIP110357_V2	3148512	4.7	1.4927686475389
GCF_000647975.1_SOAPdenovo_v1.05	3715337	28.35	7.63053257349199
GCF_000671395.1_SOAPdenovo_v1.05	3176383	23.43	7.3763145061537
GCF_000687875.1_ASM68787v1	3403931	26.7	7.84387227590689
GCF_000718005.1_ASM71800v1	6026369	128.64	21.3461870655448
GCF_000739435.1_ASM73943v1	2501598	3.64	1.45506991930758
GCF_000745345.1_ASM74534v1	7819394	136.12	17.4079986249574
GCF_000759995.1_ASM75999v1	3666765	4.33	1.18087742192368
GCF_000801145.1_ASM80114v1	2431533	3.8	1.5628000936035
GCF_000816495.1_ASM81649v1	2899785	4.42	1.52425093584524
GCF_000949295.1_ASM94929v1	4019867	20.58	5.11957236396129
GCF_001307195.1_ASM130719v1	3054269	2.33	0.762866663021496
GCF_001605895.1_ASM160589v1	3706388	5.84	1.57565802608901
GCF_001678755.1_ASM167875v1	3176356	4.38	1.37893863282327
GCF_001682515.1_ASM168251v1	4284915	7.43	1.73399005581208
GCF_001696605.3_ASM169660v3	3960451	4.43	1.11855947719086
GCF_001704115.1_ASM170411v1	3741098	6.45	1.72409276634828
GCF_001704615.3_ASM170461v3	3812268	4.1	1.07547528138106
GCF_001707755.1_ASM170775v1	3093802	3.95	1.27674621711409
GCF_001747425.1_ASM174742v1	6306386	106.97	16.9621713609031
GCF_001940455.1_ASM194045v1	7453713	122	16.3676814495004
GCF_001941625.1_ASM194162v1	7120854	127.48	17.9023471061196
GCF_002055515.1_ASM205551v1	4115994	5.33	1.29494843772853
GCF_002135195.1_ASM213519v1	3372974	4.72	1.39935854827224
GCF_002135235.1_ASM213523v1	3129605	3.52	1.12474257933509
GCF_002157165.1_ASM215716v1	4058023	32.12	7.91518431512093
GCF_002165375.2_ASM216537v2	3737289	8.26	2.21015821896567
GCF_002174125.1_ASM217412v1	3686702	4.97	1.34808834562707
GCF_002233755.1_ASM223375v1	3576146	3.44	0.961929406685297
GCF_002234535.1_ASM223453v1	6606717	122.07	18.4766503544801
GCF_002245625.1_ASM224562v1	5137998	44	8.56364677448298
GCF_002285415.1_ASM228541v1	3494482	28.68	8.20722499071393
GCF_002285435.1_ASM228543v1	4145296	38.06	9.18149150265747
GCF_002370525.2_ASM237052v2	4648418	5.15	1.10790380727379
GCF_002591855.1_ASM259185v1	2314479	4.76	2.05661835773839
GCF_002847505.1_ASM284750v1	2903611	17.52	6.03386610672022
GCF_002934265.1_ASM293426v1	8431890	142.22	16.8669183302913
GCF_002995495.1_ASM299549v1	8253623	151.42	18.3458827717234
GCF_003024515.2_ASM302451v2	4666610	4.61	0.987869138410967
GCF_003024525.3_ASM302452v3	3710871	4.9	1.32044471500087
GCF_003101015.1_ASM310101v1	2263191	3.06	1.35207324525416
GCF_003182415.1_ASM318241v1	7546603	131.58	17.4356594616147
GCF_003258335.1_ASM325833v1	3089777	6.67	2.15873184375442
GCF_003289645.1_ASM328964v1	7503577	129.12	17.2077930299109
GCF_003323815.1_ASM332381v1	3441166	4.81	1.39778203085815
GCF_003581445.1_ASM358144v1	7038667	70.94	10.0786128964476
GCF_003611455.1_ASM361145v1	3541242	4.75	1.3413373048213
GCF_003611465.1_ASM361146v1	3464918	5.15	1.48632666054435
GCF_003611475.1_ASM361147v1	4102130	4.59	1.11893089687553
GCF_003663795.1_ASM366379v1	7615874	132.08	17.3427238948544
GCF_003664645.1_ASM366464v1	3766665	4.94	1.31150500509071
GCF_003721225.1_ASM372122v1	2816858	24.66	8.7544349058419
GCF_003751225.1_ASM375122v1	9800715	180.51	18.4180439896477
GCF_003999195.1_ASM399919v1	9397553	157.59	16.7692589762463
GCF_004208515.1_ASM420851v1	3290698	4.43	1.34621894807728
GCF_004331155.1_ASM433115v1	3287055	5.05	1.53632963245215
GCF_004345645.1_ASM434564v1	12011259	194.66	16.2064609546759
GCF_004346035.1_ASM434603v1	3681251	37.33	10.1405744949203
GCF_004348335.1_ASM434833v1	8697534	141.44	16.2620807231107
GCF_004349235.1_ASM434923v1	9886063	164.3	16.6193559559554
GCF_004362515.1_ASM436251v1	7288615	120.18	16.4887293402107
GCF_004519515.1_ASM451951v1	2251645	3.3	1.46559515376536
GCF_005047355.1_ASM504735v1	11530635	190.81	16.5480912369527
GCF_005281455.1_ASM528145v1	3824973	5.52	1.44314744182508
GCF_006352475.1_ASM635247v1	4125062	6.05	1.46664462255355
GCF_006716425.1_ASM671642v1	9466640	161.47	17.0567381879949
GCF_007993815.1_ASM799381v1	5022177	46.01	9.16136567866883
GCF_008085895.1_ASM808589v1	9406515	153.68	16.3376128140975
GCF_008121305.1_ASM812130v1	9304746	157	16.8731097012213
GCF_008632635.1_ASM863263v1	3980230	5.5	1.38182969325893
GCF_008693185.1_ASM869318v1	3152994	3.35	1.06248219945867
GCF_008867985.1_ASM886798v1	3573540	5.87	1.64262887780744
GCF_009557235.1_ASM955723v1	2767765	3.91	1.41269219026904
GCF_009662475.1_ASM966247v1	3415726	18.34	5.36928313336608
GCF_009687845.1_ASM968784v1	9271625	153.45	16.5504968115082
GCF_009687865.1_ASM968786v1	12100308	197.66	16.3351213869928
GCF_009687885.1_ASM968788v1	11762885	193.53	16.4525964506156
GCF_009707625.1_ASM970762v1	2646693	2.47	0.933240084890843
GCF_009745975.1_ASM974597v1	6439512	108.92	16.9143251848898
GCF_009884975.1_ASM988497v1	4024840	6.96	1.72926128740521
GCF_009914475.1_ASM991447v1	3084932	8.1	2.62566565486695
GCF_009939195.1_ASM993919v1	3507903	5.77	1.64485734069614
GCF_010646905.1_ASM1064690v1	3102684	3.13	1.00880399035158
GCF_010918895.1_ASM1091889v1	3337186	7.35	2.20245440320078
GCF_011578045.1_ASM1157804v1	3571042	3.98	1.11452063571361
GCF_011578285.1_ASM1157828v1	3428714	6.04	1.76159341374055
GCF_012034175.1_ASM1203417v1	8247479	125.13	15.1719088948271
GCF_013009345.1_ASM1300934v1	3800356	5.28	1.38934352465927
GCF_013122135.1_ASM1312213v1	3973648	6.02	1.51498069280419
GCF_013409045.1_ASM1340904v1	8992310	153.75	17.0979425753783
GCF_013462805.1_ASM1346280v1	3257037	26.23	8.05333190872563
GCF_014196965.1_ASM1419696v1	4098108	36.69	8.95291192911461
GCF_014201825.1_ASM1420182v1	2877351	24.83	8.62946508785337
GCF_014205085.1_ASM1420508v1	8203588	139.27	16.9767179921761
GCF_014208105.1_ASM1420810v1	8190213	140.36	17.1375274367101
GCF_014323705.1_ASM1432370v1	8382704	140.51	16.761894491324
GCF_014323725.1_ASM1432372v1	6813329	112.95	16.5777991933165
GCF_014635545.1_ASM1463554v1	3939718	8.52	2.16259133267914
GCF_014635885.1_ASM1463588v1	3995570	6.96	1.74192918657413
GCF_014636095.1_ASM1463609v1	3546084	4.43	1.24926538683235
GCF_014648415.1_ASM1464841v1	7042850	118.48	16.8227351143358
GCF_014837015.1_ASM1483701v1	3220949	6.81	2.11428370955268
GCF_014873935.1_ASM1487393v1	8612339	141.23	16.3985648962494
GCF_015627105.1_ASM1562710v1	2580418	2.49	0.964959940598771
GCF_015627165.1_ASM1562716v1	2621920	3.44	1.3120156221395
GCF_015627215.1_ASM1562721v1	2664173	2.71	1.01720121028176
GCF_016064815.1_ASM1606481v1	4070688	5.32	1.30690438569598
GCF_016576965.1_ASM1657696v1	4729151	5.52	1.16722853636942
GCF_016861975.1_ASM1686197v1	7831098	124.56	15.9058155063313
GCF_016862995.1_ASM1686299v1	9111823	155.41	17.0558624766965
GCF_016865425.1_ASM1686542v1	7426695	115.57	15.5614307575577
GCF_016907695.1_ASM1690769v1	7681387	129.74	16.8901788179661
GCF_016918855.1_ASM1691885v1	9687523	158.43	16.3540256885068
GCF_017312725.1_ASM1731272v1	7964335	119.9	15.0546153570888
GCF_017498585.1_ASM1749858v1	2799835	4.45	1.58937937414169
GCF_017573505.1_ASM1757350v1	11715108	196.55	16.7774808392718
GCF_018139125.1_ASM1813912v1	3520755	6.58	1.86891732029068
GCF_018283645.1_ASM1828364v1	6765010	92.94	13.738338893808
GCF_018324105.1_ASM1832410v1	3399245	6.02	1.77098149736191
GCF_018324685.1_ASM1832468v1	7044238	108.52	15.4054987920624
GCF_018336855.1_ASM1833685v1	3438557	4.28	1.24470817264335
GCF_018409485.1_ASM1840948v1	3198423	7.07	2.21046434445975
GCF_018476525.1_ASM1847652v1	10292507	176.35	17.1338236641471
GCF_018853465.1_ASM1885346v1	2833681	16.79	5.92515530153182
GCF_018853815.1_ASM1885381v1	3232956	17.51	5.41609598151042
GCF_019343495.1_ASM1934349v1	3528101	7.26	2.05776421933499
GCF_019355975.1_ASM1935597v1	3860318	5.56	1.44029585127443
GCF_020844025.1_ASM2084402v1	2539320	17.95	7.06882157427973
GCF_022601685.1_ASM2260168v1	2511698	3.56	1.41736785234531
GCF_023499985.1_ASM2349998v1	3454033	4.85	1.40415566382834
GCF_023824315.1_ASM2382431v1	3390424	5.39	1.58977166277728
GCF_023913775.1_ASM2391377v1	6424669	58.41	9.09151895607384
GCF_024055725.1_ASM2405572v1	8025068	140.3	17.4827179034495
GCF_024055795.1_ASM2405579v1	9249720	155.59	16.8210497182617
GCF_024171925.1_ASM2417192v1	8112504	133.97	16.5140134291459
GCF_024648845.1_ASM2464884v1	9357102	161.12	17.2190064829901
GCF_026344175.1_ASM2634417v1	4360075	5.1	1.16970464957598
GCF_028596105.1_ASM2859610v1	4730769	36.94	7.80845566545312
GCF_029774155.1_ASM2977415v1	2266746	3.24	1.42936173704509
GCF_029887885.2_WCVM_WB5v2	3087154	6.76	2.18971907459103
GCF_030160635.1_ASM3016063v1	4032656	27.52	6.82428652481144
GCF_030268905.1_ASM3026890v1	7641567	134.1	17.5487566882552
GCF_030269445.1_ASM3026944v1	10971369	187.47	17.0872021531679
GCF_030417495.1_ASM3041749v1	9742800	155.8	15.9912961366342
GCF_900095025.1_IMG-taxon_2671180230_annotated_assembly	3045904	3.46	1.13595175685117
GCF_900096895.1_IMG-taxon_2671180219_annotated_assembly	3085401	6	1.94464187961306
GCF_900096915.1_IMG-taxon_2671180220_annotated_assembly	2994779	5.87	1.96007785549451
GCF_900096955.1_IMG-taxon_2671180229_annotated_assembly	2690205	3.04	1.13002540698571
GCF_900096995.1_IMG-taxon_2671180233_annotated_assembly	3781219	4.84	1.28001049397033
GCF_900101685.1_IMG-taxon_2651870117_annotated_assembly	6578763	106.87	16.2446952413394
GCF_900103985.1_IMG-taxon_2667527439_annotated_assembly	8220839	134.18	16.3219350239069
GCF_900107285.1_IMG-taxon_2675903034_annotated_assembly	3714024	4.96	1.33547871526948
GCF_900107605.1_IMG-taxon_2675903230_annotated_assembly	4130223	35.03	8.4813822401357
GCF_900107965.1_IMG-taxon_2667527441_annotated_assembly	9592053	160.99	16.7836854112462
GCF_900110255.1_IMG-taxon_2671180039_annotated_assembly	9005705	148.6	16.5006515314459
GCF_900111175.1_IMG-taxon_2616644847_annotated_assembly	7588185	132.11	17.409960352838
GCF_900112845.1_IMG-taxon_2667527403_annotated_assembly	8270097	131.54	15.9054966344409
GCF_900129125.1_IMG-taxon_2582581264_annotated_assembly	3964820	26.52	6.68882824440958
GCF_900142575.1_IMG-taxon_2667527448_annotated_assembly	8164374	134	16.4127708995203
GCF_900174455.1_NEW_PRJEB5721	3456108	24.93	7.21331625053384
GCF_900184935.1_C.lipolyticum_CECT8621_Spades_Prokka	3877740	25.71	6.63015055160996
GCF_900188405.1_IMG-taxon_2671180020_annotated_assembly	9808662	169.34	17.2643322809982
GCF_900197575.1_IMG-taxon_2690315601_annotated_assembly	2413782	2.63	1.08957644062306
GCF_900323515.1_KPC-SM-21	4164616	5.08	1.21980033693383
GCF_900444945.1_50450_B01	2236520	3.63	1.62305724965572
GCF_900445015.1_55147_H01	2492689	3.6	1.44422348716587
GCF_900460625.1_49642_E01	2467403	3.31	1.34149143856922
GCF_900618115.1_NCTC10327	2368602	15.5	6.54394448708563
GCF_900625095.1_PRJEB29216	3300815	5.03	1.52386607549954
GCF_900638385.1_57566_E02	1837244	1.85	1.00694300811433
